,total_reward,targets_hit
601,406451.22004244104,6
602,89760.25749526703,4
603,64583.352342517144,3
604,236284.615419698,4
605,250059.5384061906,4
606,472345.7920695468,6
607,383725.1510718748,6
608,472786.98396343127,6
609,330214.640049536,5
610,342685.73085331765,5
611,109771.63918709123,3
612,260990.65624962287,5
613,265979.13147423684,5
614,404800.2954444127,5
615,359337.7847531179,5
616,179776.32887779715,5
617,263138.2966685096,4
618,306971.1326100811,5
619,268501.26821676135,5
620,389782.74484876404,5
621,245496.65304544297,4
622,438301.044161009,6
623,379795.5915479171,6
624,208007.88092256006,4
625,394848.55904657295,5
626,418105.332113924,6
627,261365.63601891857,5
628,389225.4823843474,5
629,503369.11506706843,8
630,382442.31640246883,5
631,220325.94702588423,4
632,355431.9769484284,5
633,250091.74764561513,4
634,311084.8095705872,5
635,341672.6947950606,6
636,254616.23076396598,4
637,365901.9717201659,5
638,203986.30553204214,5
639,195974.5589960193,5
640,387493.2257283707,6
641,314664.0220623314,5
642,326688.4610723329,6
643,95556.78789527633,3
644,240762.250869466,4
645,224950.11903446045,5
646,225841.4362107644,4
647,232645.53552415088,4
648,188196.4857658737,4
649,437861.4733629702,6
650,464128.0293501328,8
651,346675.2892611525,6
652,398124.7593594478,6
653,209300.45590780638,4
654,258027.1609701992,5
655,242179.39382795745,4
656,193763.07375440546,4
657,250806.9292743309,4
658,325805.1003970471,5
659,221869.24076111664,4
660,260739.6321184481,5
661,315417.0002074517,5
662,352244.39129743003,6
663,227009.2681204119,4
664,323353.46251962346,5
665,435562.6131356933,6
666,158985.3248826655,4
667,260453.13857679645,5
668,228193.19210123795,4
669,313669.143139738,5
670,232633.46502216608,4
671,252839.3108124892,4
672,693663.0713014775,8
673,125238.31776751165,3
674,174099.25459200004,5
675,120561.62337480369,3
676,321303.88662811986,5
677,352933.74225971434,5
678,349422.2013718062,5
679,319700.2568211743,5
680,491497.867997093,6
681,304232.99442743004,5
682,323120.7646422485,5
683,230897.64962243164,4
684,235918.47754032887,4
685,345109.6053033074,5
686,219330.19262258336,4
687,884642.4933173317,8
688,529135.7563280644,8
689,389376.188125481,5
690,234215.8710405717,4
691,297161.0297137478,5
692,505565.02428660553,6
693,264164.87356405694,5
694,440841.9103700931,7
695,179713.2057761618,4
696,317324.6508277212,5
697,349442.8061437515,5
698,205869.81363425427,5
699,358988.05806392094,5
700,234247.89059851484,4
701,145508.88039673242,4
702,236013.30395827416,4
703,282259.1923048269,5
704,348349.48060247215,5
705,395473.303117459,5
706,347150.49321291654,5
707,414200.1814307807,5
708,123374.53767287376,3
709,396567.33436499274,5
710,234915.73049053847,4
711,241855.71996863093,4
712,358429.81410310726,5
713,213067.3703610766,4
714,355373.881393826,5
715,322461.2563649121,6
716,353057.6336677859,6
717,395149.33739044116,5
718,253185.57647658518,5
719,305116.29102674074,5
720,340647.03997486696,5
721,372751.491044459,6
722,443340.8770695226,6
723,228724.04663097733,5
724,568642.5835161336,8
725,225113.54422396643,4
726,401197.9488964405,6
727,177402.62576674923,4
728,408312.151338526,6
729,243937.99675809685,4
730,417812.18475847715,5
731,221101.05069163613,5
732,324521.9492479425,5
733,561237.9431623134,8
734,383528.7071433882,6
735,475064.0202551521,6
736,399622.1677125736,5
737,244471.15947307416,4
738,334538.73925018264,5
739,249934.26234713223,4
740,444404.6762380091,6
741,83223.38697740065,4
742,233661.34445479285,4
743,227819.79085624852,4
744,453266.83226014674,6
745,396849.2949010193,6
746,125348.20603050684,3
747,224491.1125198542,5
748,462382.1028445833,6
749,382672.50580515334,6
750,107349.67404520794,3
751,270900.9912194458,5
752,210680.92076238312,4
753,209143.50580024082,4
754,357632.2439249122,6
755,338209.67553402134,5
756,223944.21459248452,4
